target,location,truth_date,year_week,season,value,data_source
ILI incidence,MT,2019/2/24,2019-W08,2018-2019,12200.0,ERVISS
ILI incidence,MT,2019/3/3,2019-W09,2018-2019,9800.0,ERVISS
ILI incidence,MT,2019/3/10,2019-W10,2018-2019,8700.0,ERVISS
ILI incidence,MT,2019/3/17,2019-W11,2018-2019,8100.0,ERVISS
ILI incidence,MT,2019/3/24,2019-W12,2018-2019,6300.0,ERVISS
ILI incidence,MT,2019/3/31,2019-W13,2018-2019,5800.0,ERVISS
ILI incidence,MT,2019/4/7,2019-W14,2018-2019,4000.0,ERVISS
ILI incidence,NL,2017/10/22,2017-W42,2017-2018,33.4,ERVISS
ILI incidence,NL,2017/10/29,2017-W43,2017-2018,23.4,ERVISS
ILI incidence,NL,2017/11/5,2017-W44,2017-2018,24.2,ERVISS
ILI incidence,NL,2017/11/12,2017-W45,2017-2018,42.1,ERVISS
ILI incidence,NL,2017/11/19,2017-W46,2017-2018,32.9,ERVISS
ILI incidence,NL,2017/11/26,2017-W47,2017-2018,30.9,ERVISS
ILI incidence,NL,2017/12/3,2017-W48,2017-2018,37.9,ERVISS
ILI incidence,NL,2017/12/10,2017-W49,2017-2018,36.4,ERVISS
ILI incidence,NL,2017/12/17,2017-W50,2017-2018,52.0,ERVISS
ILI incidence,NL,2017/12/24,2017-W51,2017-2018,83.9,ERVISS
ILI incidence,NL,2017/12/31,2017-W52,2017-2018,54.1,ERVISS
ILI incidence,NL,2018/1/7,2018-W01,2017-2018,83.0,ERVISS
ILI incidence,NL,2018/1/14,2018-W02,2017-2018,98.3,ERVISS
ILI incidence,NL,2018/1/21,2018-W03,2017-2018,110.2,ERVISS
ILI incidence,NL,2018/1/28,2018-W04,2017-2018,166.0,ERVISS
ILI incidence,NL,2018/2/4,2018-W05,2017-2018,161.6,ERVISS
ILI incidence,NL,2018/2/11,2018-W06,2017-2018,156.4,ERVISS
ILI incidence,NL,2018/2/18,2018-W07,2017-2018,145.2,ERVISS
ILI incidence,NL,2018/2/25,2018-W08,2017-2018,162.9,ERVISS
ILI incidence,NL,2018/3/4,2018-W09,2017-2018,166.0,ERVISS
ILI incidence,NL,2018/3/11,2018-W10,2017-2018,169.7,ERVISS
ILI incidence,NL,2018/3/18,2018-W11,2017-2018,116.2,ERVISS
ILI incidence,NL,2018/3/25,2018-W12,2017-2018,85.2,ERVISS
ILI incidence,NL,2018/4/1,2018-W13,2017-2018,69.8,ERVISS
ILI incidence,NL,2018/4/8,2018-W14,2017-2018,50.5,ERVISS
ILI incidence,NL,2018/10/21,2018-W42,2018-2019,41.2,ERVISS
ILI incidence,NL,2018/10/28,2018-W43,2018-2019,19.0,ERVISS
ILI incidence,NL,2018/11/4,2018-W44,2018-2019,38.6,ERVISS
ILI incidence,NL,2018/11/11,2018-W45,2018-2019,45.5,ERVISS
ILI incidence,NL,2018/11/18,2018-W46,2018-2019,32.4,ERVISS
ILI incidence,NL,2018/11/25,2018-W47,2018-2019,50.4,ERVISS
ILI incidence,NL,2018/12/2,2018-W48,2018-2019,53.6,ERVISS
ILI incidence,NL,2018/12/9,2018-W49,2018-2019,47.4,ERVISS
ILI incidence,NL,2018/12/16,2018-W50,2018-2019,62.8,ERVISS
ILI incidence,NL,2018/12/23,2018-W51,2018-2019,69.5,ERVISS
ILI incidence,NL,2018/12/30,2018-W52,2018-2019,37.4,ERVISS
ILI incidence,NL,2019/1/6,2019-W01,2018-2019,51.0,ERVISS
ILI incidence,NL,2019/1/13,2019-W02,2018-2019,78.7,ERVISS
ILI incidence,NL,2019/1/20,2019-W03,2018-2019,74.7,ERVISS
ILI incidence,NL,2019/1/27,2019-W04,2018-2019,67.1,ERVISS
ILI incidence,NL,2019/2/3,2019-W05,2018-2019,59.4,ERVISS
ILI incidence,NL,2019/2/10,2019-W06,2018-2019,107.5,ERVISS
ILI incidence,NL,2019/2/17,2019-W07,2018-2019,90.7,ERVISS
ILI incidence,NL,2019/2/24,2019-W08,2018-2019,76.3,ERVISS
ILI incidence,NL,2019/3/3,2019-W09,2018-2019,54.3,ERVISS
ILI incidence,NL,2019/3/10,2019-W10,2018-2019,61.2,ERVISS
ILI incidence,NL,2019/3/17,2019-W11,2018-2019,57.2,ERVISS
ILI incidence,NL,2019/3/24,2019-W12,2018-2019,36.6,ERVISS
ILI incidence,NL,2019/3/31,2019-W13,2018-2019,33.7,ERVISS
ILI incidence,NL,2019/4/7,2019-W14,2018-2019,35.1,ERVISS
ILI incidence,NO,2017/10/22,2017-W42,2017-2018,26.0,ERVISS
ILI incidence,NO,2017/10/29,2017-W43,2017-2018,28.5,ERVISS
ILI incidence,NO,2017/11/5,2017-W44,2017-2018,29.3,ERVISS
ILI incidence,NO,2017/11/12,2017-W45,2017-2018,33.8,ERVISS
ILI incidence,NO,2017/11/19,2017-W46,2017-2018,34.7,ERVISS
ILI incidence,NO,2017/11/26,2017-W47,2017-2018,38.4,ERVISS
ILI incidence,NO,2017/12/3,2017-W48,2017-2018,41.6,ERVISS
ILI incidence,NO,2017/12/10,2017-W49,2017-2018,49.4,ERVISS
ILI incidence,NO,2017/12/17,2017-W50,2017-2018,60.0,ERVISS
ILI incidence,NO,2017/12/24,2017-W51,2017-2018,80.0,ERVISS
ILI incidence,NO,2017/12/31,2017-W52,2017-2018,68.4,ERVISS
ILI incidence,NO,2018/1/7,2018-W01,2017-2018,169.3,ERVISS
ILI incidence,NO,2018/1/14,2018-W02,2017-2018,195.2,ERVISS
ILI incidence,NO,2018/1/21,2018-W03,2017-2018,197.3,ERVISS
ILI incidence,NO,2018/1/28,2018-W04,2017-2018,231.3,ERVISS
ILI incidence,NO,2018/2/4,2018-W05,2017-2018,264.3,ERVISS
ILI incidence,NO,2018/2/11,2018-W06,2017-2018,285.1,ERVISS
ILI incidence,NO,2018/2/18,2018-W07,2017-2018,292.4,ERVISS
ILI incidence,NO,2018/2/25,2018-W08,2017-2018,250.8,ERVISS
ILI incidence,NO,2018/3/4,2018-W09,2017-2018,226.5,ERVISS
ILI incidence,NO,2018/3/11,2018-W10,2017-2018,206.3,ERVISS
ILI incidence,NO,2018/3/18,2018-W11,2017-2018,165.6,ERVISS
ILI incidence,NO,2018/3/25,2018-W12,2017-2018,145.0,ERVISS
ILI incidence,NO,2018/4/1,2018-W13,2017-2018,52.8,ERVISS
ILI incidence,NO,2018/4/8,2018-W14,2017-2018,73.9,ERVISS
ILI incidence,NO,2018/10/21,2018-W42,2018-2019,21.2,ERVISS
ILI incidence,NO,2018/10/28,2018-W43,2018-2019,21.5,ERVISS
ILI incidence,NO,2018/11/4,2018-W44,2018-2019,24.5,ERVISS
ILI incidence,NO,2018/11/11,2018-W45,2018-2019,25.8,ERVISS
ILI incidence,NO,2018/11/18,2018-W46,2018-2019,26.9,ERVISS
ILI incidence,NO,2018/11/25,2018-W47,2018-2019,29.9,ERVISS
ILI incidence,NO,2018/12/2,2018-W48,2018-2019,36.0,ERVISS
ILI incidence,NO,2018/12/9,2018-W49,2018-2019,37.7,ERVISS
ILI incidence,NO,2018/12/16,2018-W50,2018-2019,41.0,ERVISS
ILI incidence,NO,2018/12/23,2018-W51,2018-2019,46.9,ERVISS
ILI incidence,NO,2018/12/30,2018-W52,2018-2019,27.0,ERVISS
ILI incidence,NO,2019/1/6,2019-W01,2018-2019,51.2,ERVISS
ILI incidence,NO,2019/1/13,2019-W02,2018-2019,90.1,ERVISS
ILI incidence,NO,2019/1/20,2019-W03,2018-2019,92.0,ERVISS
ILI incidence,NO,2019/1/27,2019-W04,2018-2019,109.4,ERVISS
ILI incidence,NO,2019/2/3,2019-W05,2018-2019,133.1,ERVISS
ILI incidence,NO,2019/2/10,2019-W06,2018-2019,167.3,ERVISS
ILI incidence,NO,2019/2/17,2019-W07,2018-2019,180.4,ERVISS
ILI incidence,NO,2019/2/24,2019-W08,2018-2019,155.0,ERVISS
ILI incidence,NO,2019/3/3,2019-W09,2018-2019,130.2,ERVISS
ILI incidence,NO,2019/3/10,2019-W10,2018-2019,109.3,ERVISS
ILI incidence,NO,2019/3/17,2019-W11,2018-2019,89.4,ERVISS
ILI incidence,NO,2019/3/24,2019-W12,2018-2019,68.1,ERVISS
ILI incidence,NO,2019/3/31,2019-W13,2018-2019,57.5,ERVISS
ILI incidence,NO,2019/4/7,2019-W14,2018-2019,46.7,ERVISS
ILI incidence,PL,2017/10/22,2017-W42,2017-2018,318.0,ERVISS
ILI incidence,PL,2017/10/29,2017-W43,2017-2018,304.8,ERVISS
ILI incidence,PL,2017/11/5,2017-W44,2017-2018,250.5,ERVISS
ILI incidence,PL,2017/11/12,2017-W45,2017-2018,324.1,ERVISS
ILI incidence,PL,2017/11/19,2017-W46,2017-2018,349.9,ERVISS
ILI incidence,PL,2017/11/26,2017-W47,2017-2018,341.6,ERVISS
ILI incidence,PL,2017/12/3,2017-W48,2017-2018,412.7,ERVISS
ILI incidence,PL,2017/12/10,2017-W49,2017-2018,415.2,ERVISS
ILI incidence,PL,2017/12/17,2017-W50,2017-2018,356.8,ERVISS
ILI incidence,PL,2017/12/24,2017-W51,2017-2018,433.5,ERVISS
ILI incidence,PL,2017/12/31,2017-W52,2017-2018,268.7,ERVISS
ILI incidence,PL,2018/1/7,2018-W01,2017-2018,273.5,ERVISS
ILI incidence,PL,2018/1/14,2018-W02,2017-2018,334.7,ERVISS
ILI incidence,PL,2018/1/21,2018-W03,2017-2018,513.4,ERVISS
ILI incidence,PL,2018/1/28,2018-W04,2017-2018,606.4,ERVISS
ILI incidence,PL,2018/2/4,2018-W05,2017-2018,796.0,ERVISS
ILI incidence,PL,2018/2/11,2018-W06,2017-2018,766.0,ERVISS
ILI incidence,PL,2018/2/18,2018-W07,2017-2018,815.1,ERVISS
ILI incidence,PL,2018/2/25,2018-W08,2017-2018,706.9,ERVISS
ILI incidence,PL,2018/3/4,2018-W09,2017-2018,698.4,ERVISS
ILI incidence,PL,2018/3/11,2018-W10,2017-2018,637.0,ERVISS
ILI incidence,PL,2018/3/18,2018-W11,2017-2018,564.5,ERVISS
ILI incidence,PL,2018/3/25,2018-W12,2017-2018,461.2,ERVISS
ILI incidence,PL,2018/4/1,2018-W13,2017-2018,385.8,ERVISS
ILI incidence,PL,2018/4/8,2018-W14,2017-2018,395.7,ERVISS
ILI incidence,PL,2018/10/21,2018-W42,2018-2019,323.9,ERVISS
ILI incidence,PL,2018/10/28,2018-W43,2018-2019,345.4,ERVISS
ILI incidence,PL,2018/11/4,2018-W44,2018-2019,252.9,ERVISS
ILI incidence,PL,2018/11/11,2018-W45,2018-2019,263.1,ERVISS
ILI incidence,PL,2018/11/18,2018-W46,2018-2019,281.8,ERVISS
ILI incidence,PL,2018/11/25,2018-W47,2018-2019,371.9,ERVISS
ILI incidence,PL,2018/12/2,2018-W48,2018-2019,414.6,ERVISS
ILI incidence,PL,2018/12/9,2018-W49,2018-2019,441.2,ERVISS
ILI incidence,PL,2018/12/16,2018-W50,2018-2019,469.4,ERVISS
ILI incidence,PL,2018/12/23,2018-W51,2018-2019,395.2,ERVISS
ILI incidence,PL,2018/12/30,2018-W52,2018-2019,319.1,ERVISS
ILI incidence,PL,2019/1/6,2019-W01,2018-2019,312.7,ERVISS
ILI incidence,PL,2019/1/13,2019-W02,2018-2019,334.7,ERVISS
ILI incidence,PL,2019/1/20,2019-W03,2018-2019,351.7,ERVISS
ILI incidence,PL,2019/1/27,2019-W04,2018-2019,388.1,ERVISS
ILI incidence,PL,2019/2/3,2019-W05,2018-2019,416.4,ERVISS
ILI incidence,PL,2019/2/10,2019-W06,2018-2019,534.2,ERVISS
ILI incidence,PL,2019/2/17,2019-W07,2018-2019,510.2,ERVISS
ILI incidence,PL,2019/2/24,2019-W08,2018-2019,498.4,ERVISS
ILI incidence,PL,2019/3/3,2019-W09,2018-2019,456.3,ERVISS
ILI incidence,PL,2019/3/10,2019-W10,2018-2019,344.4,ERVISS
ILI incidence,PL,2019/3/17,2019-W11,2018-2019,415.9,ERVISS
ILI incidence,PL,2019/3/24,2019-W12,2018-2019,398.2,ERVISS
ILI incidence,PL,2019/3/31,2019-W13,2018-2019,323.2,ERVISS
ILI incidence,PL,2019/4/7,2019-W14,2018-2019,252.9,ERVISS
ILI incidence,PT,2017/10/22,2017-W42,2017-2018,7.7,ERVISS
ILI incidence,PT,2017/10/29,2017-W43,2017-2018,6.2,ERVISS
ILI incidence,PT,2017/11/5,2017-W44,2017-2018,7.3,ERVISS
ILI incidence,PT,2017/11/12,2017-W45,2017-2018,6.4,ERVISS
ILI incidence,PT,2017/11/19,2017-W46,2017-2018,9.8,ERVISS
ILI incidence,PT,2017/11/26,2017-W47,2017-2018,11.7,ERVISS
ILI incidence,PT,2017/12/3,2017-W48,2017-2018,14.6,ERVISS
ILI incidence,PT,2017/12/10,2017-W49,2017-2018,3.6,ERVISS
ILI incidence,PT,2017/12/17,2017-W50,2017-2018,19.0,ERVISS
ILI incidence,PT,2017/12/24,2017-W51,2017-2018,9.7,ERVISS
ILI incidence,PT,2017/12/31,2017-W52,2017-2018,55.7,ERVISS
ILI incidence,PT,2018/1/7,2018-W01,2017-2018,48.7,ERVISS
ILI incidence,PT,2018/1/14,2018-W02,2017-2018,33.5,ERVISS
ILI incidence,PT,2018/1/21,2018-W03,2017-2018,58.7,ERVISS
ILI incidence,PT,2018/1/28,2018-W04,2017-2018,39.5,ERVISS
ILI incidence,PT,2018/2/4,2018-W05,2017-2018,35.0,ERVISS
ILI incidence,PT,2018/2/11,2018-W06,2017-2018,25.3,ERVISS
ILI incidence,PT,2018/2/18,2018-W07,2017-2018,30.4,ERVISS
ILI incidence,PT,2018/2/25,2018-W08,2017-2018,23.7,ERVISS
ILI incidence,PT,2018/3/4,2018-W09,2017-2018,16.1,ERVISS
ILI incidence,PT,2018/3/11,2018-W10,2017-2018,15.8,ERVISS
ILI incidence,PT,2018/3/18,2018-W11,2017-2018,26.2,ERVISS
ILI incidence,PT,2018/3/25,2018-W12,2017-2018,4.5,ERVISS
ILI incidence,PT,2018/4/1,2018-W13,2017-2018,0.0,ERVISS
ILI incidence,PT,2018/4/8,2018-W14,2017-2018,14.7,ERVISS
ILI incidence,PT,2018/10/21,2018-W42,2018-2019,6.2,ERVISS
ILI incidence,PT,2018/10/28,2018-W43,2018-2019,10.9,ERVISS
ILI incidence,PT,2018/11/4,2018-W44,2018-2019,6.1,ERVISS
ILI incidence,PT,2018/11/11,2018-W45,2018-2019,14.6,ERVISS
ILI incidence,PT,2018/11/18,2018-W46,2018-2019,8.1,ERVISS
ILI incidence,PT,2018/11/25,2018-W47,2018-2019,0.0,ERVISS
ILI incidence,PT,2018/12/2,2018-W48,2018-2019,7.9,ERVISS
ILI incidence,PT,2018/12/9,2018-W49,2018-2019,22.7,ERVISS
ILI incidence,PT,2018/12/16,2018-W50,2018-2019,6.6,ERVISS
ILI incidence,PT,2018/12/23,2018-W51,2018-2019,16.3,ERVISS
ILI incidence,PT,2018/12/30,2018-W52,2018-2019,22.4,ERVISS
ILI incidence,PT,2019/1/6,2019-W01,2018-2019,81.6,ERVISS
ILI incidence,PT,2019/1/13,2019-W02,2018-2019,40.7,ERVISS
ILI incidence,PT,2019/1/20,2019-W03,2018-2019,82.4,ERVISS
ILI incidence,PT,2019/1/27,2019-W04,2018-2019,84.8,ERVISS
ILI incidence,PT,2019/2/3,2019-W05,2018-2019,60.3,ERVISS
ILI incidence,PT,2019/2/10,2019-W06,2018-2019,37.7,ERVISS
ILI incidence,PT,2019/2/17,2019-W07,2018-2019,27.0,ERVISS
ILI incidence,PT,2019/2/24,2019-W08,2018-2019,46.6,ERVISS
ILI incidence,PT,2019/3/3,2019-W09,2018-2019,22.8,ERVISS
ILI incidence,PT,2019/3/10,2019-W10,2018-2019,42.6,ERVISS
ILI incidence,PT,2019/3/17,2019-W11,2018-2019,3.5,ERVISS
ILI incidence,PT,2019/3/24,2019-W12,2018-2019,8.5,ERVISS
ILI incidence,PT,2019/3/31,2019-W13,2018-2019,0.0,ERVISS
ILI incidence,PT,2019/4/7,2019-W14,2018-2019,0.0,ERVISS
ILI incidence,RO,2017/10/22,2017-W42,2017-2018,0.7,ERVISS
ILI incidence,RO,2017/10/29,2017-W43,2017-2018,1.4,ERVISS
ILI incidence,RO,2017/11/5,2017-W44,2017-2018,0.7,ERVISS
ILI incidence,RO,2017/11/12,2017-W45,2017-2018,0.7,ERVISS
ILI incidence,RO,2017/11/19,2017-W46,2017-2018,0.7,ERVISS
ILI incidence,RO,2017/11/26,2017-W47,2017-2018,1.4,ERVISS
ILI incidence,RO,2017/12/3,2017-W48,2017-2018,0.0,ERVISS
ILI incidence,RO,2017/12/10,2017-W49,2017-2018,1.2,ERVISS
ILI incidence,RO,2017/12/17,2017-W50,2017-2018,1.2,ERVISS
ILI incidence,RO,2017/12/24,2017-W51,2017-2018,2.2,ERVISS
ILI incidence,RO,2017/12/31,2017-W52,2017-2018,1.5,ERVISS
ILI incidence,RO,2018/1/7,2018-W01,2017-2018,0.7,ERVISS
ILI incidence,RO,2018/1/14,2018-W02,2017-2018,3.5,ERVISS
ILI incidence,RO,2018/1/21,2018-W03,2017-2018,4.5,ERVISS
ILI incidence,RO,2018/1/28,2018-W04,2017-2018,4.2,ERVISS
ILI incidence,RO,2018/2/4,2018-W05,2017-2018,8.4,ERVISS
ILI incidence,RO,2018/2/11,2018-W06,2017-2018,31.8,ERVISS
ILI incidence,RO,2018/2/18,2018-W07,2017-2018,33.1,ERVISS
ILI incidence,RO,2018/2/25,2018-W08,2017-2018,20.1,ERVISS
ILI incidence,RO,2018/3/4,2018-W09,2017-2018,18.6,ERVISS
ILI incidence,RO,2018/3/11,2018-W10,2017-2018,12.9,ERVISS
ILI incidence,RO,2018/3/18,2018-W11,2017-2018,11.7,ERVISS
ILI incidence,RO,2018/3/25,2018-W12,2017-2018,6.6,ERVISS
ILI incidence,RO,2018/4/1,2018-W13,2017-2018,4.2,ERVISS
ILI incidence,RO,2018/4/8,2018-W14,2017-2018,1.5,ERVISS
ILI incidence,RO,2018/10/21,2018-W42,2018-2019,0.7,ERVISS
ILI incidence,RO,2018/10/28,2018-W43,2018-2019,0.7,ERVISS
ILI incidence,RO,2018/11/4,2018-W44,2018-2019,0.5,ERVISS
ILI incidence,RO,2018/11/11,2018-W45,2018-2019,1.6,ERVISS
ILI incidence,RO,2018/11/18,2018-W46,2018-2019,1.4,ERVISS
ILI incidence,RO,2018/11/25,2018-W47,2018-2019,1.9,ERVISS
ILI incidence,RO,2018/12/2,2018-W48,2018-2019,2.8,ERVISS
ILI incidence,RO,2018/12/9,2018-W49,2018-2019,1.9,ERVISS
ILI incidence,RO,2018/12/16,2018-W50,2018-2019,0.9,ERVISS
ILI incidence,RO,2018/12/23,2018-W51,2018-2019,1.2,ERVISS
ILI incidence,RO,2018/12/30,2018-W52,2018-2019,0.2,ERVISS
ILI incidence,RO,2019/1/6,2019-W01,2018-2019,7.0,ERVISS
ILI incidence,RO,2019/1/13,2019-W02,2018-2019,4.2,ERVISS
ILI incidence,RO,2019/1/20,2019-W03,2018-2019,6.3,ERVISS
ILI incidence,RO,2019/1/27,2019-W04,2018-2019,15.2,ERVISS
ILI incidence,RO,2019/2/3,2019-W05,2018-2019,20.2,ERVISS
ILI incidence,RO,2019/2/10,2019-W06,2018-2019,14.2,ERVISS
ILI incidence,RO,2019/2/17,2019-W07,2018-2019,10.2,ERVISS
ILI incidence,RO,2019/2/24,2019-W08,2018-2019,5.4,ERVISS
ILI incidence,RO,2019/3/3,2019-W09,2018-2019,5.7,ERVISS
ILI incidence,RO,2019/3/10,2019-W10,2018-2019,5.4,ERVISS
ILI incidence,RO,2019/3/17,2019-W11,2018-2019,4.7,ERVISS
ILI incidence,RO,2019/3/24,2019-W12,2018-2019,2.8,ERVISS
ILI incidence,RO,2019/3/31,2019-W13,2018-2019,3.3,ERVISS
ILI incidence,RO,2019/4/7,2019-W14,2018-2019,3.7,ERVISS
ILI incidence,SI,2017/10/22,2017-W42,2017-2018,0.0,ERVISS
ILI incidence,SI,2017/10/29,2017-W43,2017-2018,1.3,ERVISS
ILI incidence,SI,2017/11/5,2017-W44,2017-2018,0.0,ERVISS
ILI incidence,SI,2017/11/12,2017-W45,2017-2018,0.0,ERVISS
ILI incidence,SI,2017/11/19,2017-W46,2017-2018,0.0,ERVISS
ILI incidence,SI,2017/11/26,2017-W47,2017-2018,0.0,ERVISS
ILI incidence,SI,2017/12/3,2017-W48,2017-2018,0.0,ERVISS
ILI incidence,SI,2017/12/10,2017-W49,2017-2018,0.0,ERVISS
ILI incidence,SI,2017/12/17,2017-W50,2017-2018,2.5,ERVISS
ILI incidence,SI,2017/12/24,2017-W51,2017-2018,1.7,ERVISS
ILI incidence,SI,2017/12/31,2017-W52,2017-2018,0.0,ERVISS
ILI incidence,SI,2018/1/7,2018-W01,2017-2018,15.5,ERVISS
ILI incidence,SI,2018/1/14,2018-W02,2017-2018,19.4,ERVISS
ILI incidence,SI,2018/1/21,2018-W03,2017-2018,37.1,ERVISS
ILI incidence,SI,2018/1/28,2018-W04,2017-2018,63.1,ERVISS
ILI incidence,SI,2018/2/4,2018-W05,2017-2018,81.5,ERVISS
ILI incidence,SI,2018/2/11,2018-W06,2017-2018,63.1,ERVISS
ILI incidence,SI,2018/2/18,2018-W07,2017-2018,53.2,ERVISS
ILI incidence,SI,2018/2/25,2018-W08,2017-2018,59.7,ERVISS
ILI incidence,SI,2018/3/4,2018-W09,2017-2018,32.9,ERVISS
ILI incidence,SI,2018/3/11,2018-W10,2017-2018,51.2,ERVISS
ILI incidence,SI,2018/3/18,2018-W11,2017-2018,41.0,ERVISS
ILI incidence,SI,2018/3/25,2018-W12,2017-2018,18.5,ERVISS
ILI incidence,SI,2018/4/1,2018-W13,2017-2018,20.5,ERVISS
ILI incidence,SI,2018/4/8,2018-W14,2017-2018,5.2,ERVISS
ILI incidence,SI,2018/10/21,2018-W42,2018-2019,0.0,ERVISS
ILI incidence,SI,2018/10/28,2018-W43,2018-2019,0.0,ERVISS
ILI incidence,SI,2018/11/4,2018-W44,2018-2019,0.0,ERVISS
ILI incidence,SI,2018/11/11,2018-W45,2018-2019,0.0,ERVISS
ILI incidence,SI,2018/11/18,2018-W46,2018-2019,1.3,ERVISS
ILI incidence,SI,2018/11/25,2018-W47,2018-2019,0.0,ERVISS
ILI incidence,SI,2018/12/2,2018-W48,2018-2019,0.0,ERVISS
ILI incidence,SI,2018/12/9,2018-W49,2018-2019,0.0,ERVISS
ILI incidence,SI,2018/12/16,2018-W50,2018-2019,1.3,ERVISS
ILI incidence,SI,2018/12/23,2018-W51,2018-2019,6.2,ERVISS
ILI incidence,SI,2018/12/30,2018-W52,2018-2019,0.0,ERVISS
ILI incidence,SI,2019/1/6,2019-W01,2018-2019,3.4,ERVISS
ILI incidence,SI,2019/1/13,2019-W02,2018-2019,16.9,ERVISS
ILI incidence,SI,2019/1/20,2019-W03,2018-2019,34.6,ERVISS
ILI incidence,SI,2019/1/27,2019-W04,2018-2019,65.4,ERVISS
ILI incidence,SI,2019/2/3,2019-W05,2018-2019,84.8,ERVISS
ILI incidence,SI,2019/2/10,2019-W06,2018-2019,70.4,ERVISS
ILI incidence,SI,2019/2/17,2019-W07,2018-2019,98.2,ERVISS
ILI incidence,SI,2019/2/24,2019-W08,2018-2019,56.3,ERVISS
ILI incidence,SI,2019/3/3,2019-W09,2018-2019,28.3,ERVISS
ILI incidence,SI,2019/3/10,2019-W10,2018-2019,8.0,ERVISS
ILI incidence,SI,2019/3/17,2019-W11,2018-2019,23.7,ERVISS
ILI incidence,SI,2019/3/24,2019-W12,2018-2019,9.1,ERVISS
ILI incidence,SI,2019/3/31,2019-W13,2018-2019,0.0,ERVISS
ILI incidence,SI,2019/4/7,2019-W14,2018-2019,11.7,ERVISS
ILI incidence,SK,2017/10/22,2017-W42,2017-2018,128.6,ERVISS
ILI incidence,SK,2017/10/29,2017-W43,2017-2018,130.6,ERVISS
ILI incidence,SK,2017/11/5,2017-W44,2017-2018,109.6,ERVISS
ILI incidence,SK,2017/11/12,2017-W45,2017-2018,113.9,ERVISS
ILI incidence,SK,2017/11/19,2017-W46,2017-2018,104.9,ERVISS
ILI incidence,SK,2017/11/26,2017-W47,2017-2018,129.7,ERVISS
ILI incidence,SK,2017/12/3,2017-W48,2017-2018,154.3,ERVISS
ILI incidence,SK,2017/12/10,2017-W49,2017-2018,150.5,ERVISS
ILI incidence,SK,2017/12/17,2017-W50,2017-2018,156.6,ERVISS
ILI incidence,SK,2017/12/24,2017-W51,2017-2018,152.6,ERVISS
ILI incidence,SK,2017/12/31,2017-W52,2017-2018,108.0,ERVISS
ILI incidence,SK,2018/1/7,2018-W01,2017-2018,93.7,ERVISS
ILI incidence,SK,2018/1/14,2018-W02,2017-2018,157.0,ERVISS
ILI incidence,SK,2018/1/21,2018-W03,2017-2018,214.1,ERVISS
ILI incidence,SK,2018/1/28,2018-W04,2017-2018,217.4,ERVISS
ILI incidence,SK,2018/2/4,2018-W05,2017-2018,725.6,ERVISS
ILI incidence,SK,2018/2/11,2018-W06,2017-2018,837.7,ERVISS
ILI incidence,SK,2018/2/18,2018-W07,2017-2018,941.1,ERVISS
ILI incidence,SK,2018/2/25,2018-W08,2017-2018,861.3,ERVISS
ILI incidence,SK,2018/3/4,2018-W09,2017-2018,653.0,ERVISS
ILI incidence,SK,2018/3/11,2018-W10,2017-2018,328.7,ERVISS
ILI incidence,SK,2018/3/18,2018-W11,2017-2018,254.5,ERVISS
ILI incidence,SK,2018/3/25,2018-W12,2017-2018,198.7,ERVISS
ILI incidence,SK,2018/4/1,2018-W13,2017-2018,140.2,ERVISS
ILI incidence,SK,2018/4/8,2018-W14,2017-2018,107.2,ERVISS
ILI incidence,SK,2018/10/21,2018-W42,2018-2019,114.7,ERVISS
ILI incidence,SK,2018/10/28,2018-W43,2018-2019,113.2,ERVISS
ILI incidence,SK,2018/11/4,2018-W44,2018-2019,72.8,ERVISS
ILI incidence,SK,2018/11/11,2018-W45,2018-2019,109.1,ERVISS
ILI incidence,SK,2018/11/18,2018-W46,2018-2019,115.1,ERVISS
ILI incidence,SK,2018/11/25,2018-W47,2018-2019,114.9,ERVISS
ILI incidence,SK,2018/12/2,2018-W48,2018-2019,143.4,ERVISS
ILI incidence,SK,2018/12/9,2018-W49,2018-2019,149.2,ERVISS
ILI incidence,SK,2018/12/16,2018-W50,2018-2019,165.7,ERVISS
ILI incidence,SK,2018/12/23,2018-W51,2018-2019,182.3,ERVISS
ILI incidence,SK,2018/12/30,2018-W52,2018-2019,44.7,ERVISS
ILI incidence,SK,2019/1/6,2019-W01,2018-2019,68.6,ERVISS
ILI incidence,SK,2019/1/13,2019-W02,2018-2019,156.8,ERVISS
ILI incidence,SK,2019/1/20,2019-W03,2018-2019,149.7,ERVISS
ILI incidence,SK,2019/1/27,2019-W04,2018-2019,217.4,ERVISS
ILI incidence,SK,2019/2/3,2019-W05,2018-2019,352.4,ERVISS
ILI incidence,SK,2019/2/10,2019-W06,2018-2019,506.4,ERVISS
ILI incidence,SK,2019/2/17,2019-W07,2018-2019,573.9,ERVISS
ILI incidence,SK,2019/2/24,2019-W08,2018-2019,499.7,ERVISS
ILI incidence,SK,2019/3/3,2019-W09,2018-2019,374.1,ERVISS
ILI incidence,SK,2019/3/10,2019-W10,2018-2019,241.3,ERVISS
ILI incidence,SK,2019/3/17,2019-W11,2018-2019,193.2,ERVISS
ILI incidence,SK,2019/3/24,2019-W12,2018-2019,138.9,ERVISS
ILI incidence,SK,2019/3/31,2019-W13,2018-2019,120.6,ERVISS
ILI incidence,SK,2019/4/7,2019-W14,2018-2019,97.3,ERVISS
ILI incidence,AT,2023-10-22,2023-W42,2023-2024,2114.8,ERVISS
